cam_left,cam_right,cam_centre,steering_in_value,steering_value,throttle_in_value,throttle_value,clutch_in_value,clutch_value,wheelspeed_value,rpmspin_value
0_cam_left.jpg,0_cam_right.jpg,0_cam_center.jpg,0.027431943819823813,0.0,0.9999999824990701,0.9999999824990701,0,1.0,0.07078149721026422,308.9628453010052
1_cam_left.jpg,1_cam_right.jpg,1_cam_center.jpg,0.11144478553684316,-49.235850503345254,0.9999479165804138,0.9999479165804138,0,0.6624999949708581,0.24331454962491994,211.21761206226432
2_cam_left.jpg,2_cam_right.jpg,2_cam_center.jpg,0.10981066255704906,-56.46199236033699,0.6133568524221856,0.6133568524221856,0,0.0,3.8298734325170534,278.1589464783383
3_cam_left.jpg,3_cam_right.jpg,3_cam_center.jpg,0.10711336230856812,-55.700720860114224,0.6373407193210398,0.6373407193210398,0,0.0,3.992452762126924,198.92092666342967
4_cam_left.jpg,4_cam_right.jpg,4_cam_center.jpg,0.1021714782358427,-52.61624890346734,0.7661088122969307,0.7661088122969307,0,0.0,4.4774936449527765,198.93096742356445
5_cam_left.jpg,5_cam_right.jpg,5_cam_center.jpg,0.09676528278405692,-50.46423550326596,0.8262596515236645,0.8262596515236645,0,0.0,4.671791768074037,190.72749620099748
6_cam_left.jpg,6_cam_right.jpg,6_cam_center.jpg,0.0834799169086887,-44.447767649208366,0.903508071608874,0.903508071608874,0,0.0,5.81444323539734,312.12853904116145
7_cam_left.jpg,7_cam_right.jpg,7_cam_center.jpg,0.06705458297402436,-36.30516017267252,0.8994008690796002,0.8994008690796002,0,0.0,6.5902100801467896,123.18651136916174
8_cam_left.jpg,8_cam_right.jpg,8_cam_center.jpg,0.05147323758125372,-28.101997440165853,0.9411905665485352,0.9411905665485352,0,0.0,8.056983189582827,6.068533075714072
9_cam_left.jpg,9_cam_right.jpg,9_cam_center.jpg,0.03582337097060385,-20.31797903841797,0.8622995335738477,0.8622995335738477,0,0.0,8.848909263610842,318.938018684438
10_cam_left.jpg,10_cam_right.jpg,10_cam_center.jpg,0.024603159551502697,-14.396691148294856,0.9569549227377214,0.9569549227377214,0,0.0,9.631638021469119,133.28261802804354
11_cam_left.jpg,11_cam_right.jpg,11_cam_center.jpg,0.014519336648169219,-8.925864516155421,0.9930507201032072,0.9930507201032072,0,0.0,10.58075182914734,347.54709315956666
12_cam_left.jpg,12_cam_right.jpg,12_cam_center.jpg,0.0066292717801364,-4.5700699393067135,0.9999919468434456,0.9999919468434456,0,0.0,11.517253217697144,254.84690544258999
13_cam_left.jpg,13_cam_right.jpg,13_cam_center.jpg,0.0005087067708142934,-1.1240423058363431,0.9726296864795296,0.9726296864795296,0,0.0,12.252134656906133,221.1117179967516
14_cam_left.jpg,14_cam_right.jpg,14_cam_center.jpg,-0.003016519275128672,1.3580547183881582,0.9984370822121248,0.9984370822121248,0,0.0,13.325346536636355,114.1644278534651
15_cam_left.jpg,15_cam_right.jpg,15_cam_center.jpg,-0.002990283197451254,1.6265143306973984,0.9999522710643278,0.9999522710643278,0,0.0,14.199081974029546,183.1337010872851
16_cam_left.jpg,16_cam_right.jpg,16_cam_center.jpg,-0.001369765492592388,0.8702520644480001,0.9848523518028812,0.9848523518028812,0,0.0,15.123192186355595,237.22083193688232
17_cam_left.jpg,17_cam_right.jpg,17_cam_center.jpg,-0.0009687495517952793,0.4408509246882473,0.9747921823552452,0.9747921823552452,0,0.0,15.919161844253544,53.340711017611284
18_cam_left.jpg,18_cam_right.jpg,18_cam_center.jpg,-0.002190857820288379,0.7647204792264464,0.9895717968759656,0.9895717968759656,0,0.0,16.7682886505127,269.5502460781096
19_cam_left.jpg,19_cam_right.jpg,19_cam_center.jpg,-0.004707772604876664,1.8746492268581123,0.9951348654158648,0.0,0,0.6000000089406967,17.304435739517213,171.94573541592698
20_cam_left.jpg,20_cam_right.jpg,20_cam_center.jpg,-0.0066439371534170975,3.4918976688761605,0.9964704677940984,0.0,0,1.0,17.028129158020025,105.7543148813063
21_cam_left.jpg,21_cam_right.jpg,21_cam_center.jpg,-0.0024308203820067663,2.088303290037584,0.99468013575021,0.0,0,1.0,16.98173990249634,322.05054518492574
22_cam_left.jpg,22_cam_right.jpg,22_cam_center.jpg,0.002788277252775139,-0.5128796628177072,0.9959548220704612,0.0,0,0.0,17.59216103553772,131.17696083348608
23_cam_left.jpg,23_cam_right.jpg,23_cam_center.jpg,0.006141734301826293,-2.816662397207277,0.9999953047103188,0.9999953047103188,0,0.0,18.15629299163819,23.347519808884954
24_cam_left.jpg,24_cam_right.jpg,24_cam_center.jpg,0.00396841171595115,-2.3650663710509905,0.9942161573150492,0.9942161573150492,0,0.0,18.76688658714295,269.02860936598444
25_cam_left.jpg,25_cam_right.jpg,25_cam_center.jpg,-0.0023523106358330115,0.1747869928548157,0.9984059381524046,0.9984059381524046,0,0.0,19.202161703109745,167.40864465532127
26_cam_left.jpg,26_cam_right.jpg,26_cam_center.jpg,-0.012351543655917669,4.635801821536348,0.999860738395362,0.999860738395362,0,0.0,19.729336652755734,80.45449627623259
27_cam_left.jpg,27_cam_right.jpg,27_cam_center.jpg,-0.02601857214249596,11.796858377869466,0.9753809420416614,0.9753809420416614,0,0.0,20.647892189025885,232.2663320830574
28_cam_left.jpg,28_cam_right.jpg,28_cam_center.jpg,-0.0331288600769152,16.178797583753436,0.9057302682331684,0.9057302682331684,0,0.0,20.92439546585084,194.11513604564368
29_cam_left.jpg,29_cam_right.jpg,29_cam_center.jpg,-0.03863177701543435,18.954245832894394,0.8298062020209569,0.8298062020209569,0,0.0,21.50286352157593,164.40966647781215
30_cam_left.jpg,30_cam_right.jpg,30_cam_center.jpg,-0.03829613741095465,20.05901566141253,0.6898762703889915,0.6898762703889915,0,0.0,21.938107795715336,154.40077226448147
31_cam_left.jpg,31_cam_right.jpg,31_cam_center.jpg,-0.032240567578342705,17.644431078777725,0.6440329224055071,0.6440329224055071,0,0.0,22.28873090744019,159.25856449175012
32_cam_left.jpg,32_cam_right.jpg,32_cam_center.jpg,-0.023938778865456763,13.814994969788325,0.6494843034217823,0.6494843034217823,0,0.0,22.774859161376963,175.5330518781908
33_cam_left.jpg,33_cam_right.jpg,33_cam_center.jpg,-0.011928996827259408,7.4767431895054015,0.7952997936722074,0.7952997936722074,0,0.0,23.33833431243897,99.35786029376072
34_cam_left.jpg,34_cam_right.jpg,34_cam_center.jpg,-0.004463613685981693,3.0447200574891538,0.8078330484918355,0.8078330484918355,0,0.0,24.06718145370484,49.043350138167284
35_cam_left.jpg,35_cam_right.jpg,35_cam_center.jpg,-0.000128785667950034,0.4265587940701258,0.9771359179192928,0.9771359179192928,0,0.0,24.64474439620973,28.51281919302153
36_cam_left.jpg,36_cam_right.jpg,36_cam_center.jpg,-3.2349267476579884e-05,0.00208012262564334,0.9932761486939572,0.9932761486939572,0,0.0,25.08231817245484,117.13041434224277
37_cam_left.jpg,37_cam_right.jpg,37_cam_center.jpg,-0.00023000158930198595,0.14169148819450209,0.9857680706253996,0.9857680706253996,0,0.0,25.6285527420044,224.87693543626244
