cam_left,cam_right,cam_centre,steering_in_value,steering_value,throttle_in_value,throttle_value,clutch_in_value,clutch_value,wheelspeed_value,rpmspin_value
0_cam_left.jpg,0_cam_right.jpg,0_cam_center.jpg,0.05256387923386033,-13.99016989217728,0.9986891325432766,0.9986891325432766,0,0.9641122767400572,0.1397757124900818,315.4402002481635
1_cam_left.jpg,1_cam_right.jpg,1_cam_center.jpg,0.09693984159215192,-50.44249263026139,0.8352178252845414,0.8352178252845414,0,0.0,4.677783343791963,159.6500410711709
2_cam_left.jpg,2_cam_right.jpg,2_cam_center.jpg,0.08383873768642297,-44.63187918606311,0.9025321095748726,0.9025321095748726,0,0.0,5.686656732559206,281.22275031526965
3_cam_left.jpg,3_cam_right.jpg,3_cam_center.jpg,0.06736147683189876,-36.52989804186761,0.8992455336621106,0.8992455336621106,0,0.0,6.68846254348755,92.79478048501127
4_cam_left.jpg,4_cam_right.jpg,4_cam_center.jpg,0.055190188925830684,-30.128885636712127,0.9504416119412928,0.9504416119412928,0,0.0,7.6296824169158945,176.8268065067392
5_cam_left.jpg,5_cam_right.jpg,5_cam_center.jpg,0.0399188690969256,-22.376025803279962,0.9797337945970764,0.9797337945970764,0,0.0,8.58641604423523,113.27843638129208
6_cam_left.jpg,6_cam_right.jpg,6_cam_center.jpg,0.02464738526401648,-14.446817724801411,0.9785324257675304,0.9785324257675304,0,0.0,9.67766866207123,100.42267609468195
7_cam_left.jpg,7_cam_right.jpg,7_cam_center.jpg,0.01157749555451621,-7.4149210507567025,0.9984095754591924,0.9984095754591924,0,0.0,10.945293102264406,157.29251005578476
8_cam_left.jpg,8_cam_right.jpg,8_cam_center.jpg,0.004164429797183217,-3.366097767541142,0.9997822367087964,0.9997822367087964,0,0.0,11.854409465789795,83.50475304614316
9_cam_left.jpg,9_cam_right.jpg,9_cam_center.jpg,-0.002168977561893982,0.5823651832746211,0.9946960879793988,0.9946960879793988,0,0.0,12.734347572326662,306.3867837310488
10_cam_left.jpg,10_cam_right.jpg,10_cam_center.jpg,-0.003417493426297807,1.74104261457378,0.9998295156672592,0.9998295156672592,0,0.0,13.983709716796879,239.84052574138042
11_cam_left.jpg,11_cam_right.jpg,11_cam_center.jpg,-0.001824957960482723,1.1119856515531057,0.9765193451068106,0.9765193451068106,0,0.0,14.903960609436036,273.86022637672204
12_cam_left.jpg,12_cam_right.jpg,12_cam_center.jpg,-0.0011744567886300672,0.5172147144967522,0.9998125467660056,0.9998125467660056,0,0.0,15.806391849517825,20.247785864028003
13_cam_left.jpg,13_cam_right.jpg,13_cam_center.jpg,-0.00317265435475228,1.2371935810400472,0.996893542776169,0.996893542776169,0,0.0,16.85368841171265,198.861202438128
14_cam_left.jpg,14_cam_right.jpg,14_cam_center.jpg,-0.0069167849369348895,3.0252829438974365,0.9815146501691608,0.0,0,1.0,16.998096771240238,93.34697743021371
15_cam_left.jpg,15_cam_right.jpg,15_cam_center.jpg,-0.004136703558376725,2.819622970267527,0.9999901292450032,0.0,0,1.0,16.946268968582153,332.7876310725802
16_cam_left.jpg,16_cam_right.jpg,16_cam_center.jpg,0.0010314599193204873,0.3510560309660705,0.9866824171586996,0.0,0,0.1999999880790712,17.709918909072886,178.6517602414949
17_cam_left.jpg,17_cam_right.jpg,17_cam_center.jpg,0.006234470386625186,-2.8443540819593527,0.9997156678514946,0.9997156678514946,0,0.0,18.142108583450323,347.9773979541446
18_cam_left.jpg,18_cam_right.jpg,18_cam_center.jpg,0.001931393176400279,-2.086493434407548,0.998989156813462,0.998989156813462,0,0.0,18.9186859703064,77.21273803700183
19_cam_left.jpg,19_cam_right.jpg,19_cam_center.jpg,-0.009015708075274426,2.682971807786388,0.9861641250726988,0.9861641250726988,0,0.0,19.598673048019414,191.61201478514613
20_cam_left.jpg,20_cam_right.jpg,20_cam_center.jpg,-0.023362091801226708,10.043299346086606,0.9570702670814988,0.9570702670814988,0,0.0,20.31024026870728,335.20053521426536
21_cam_left.jpg,21_cam_right.jpg,21_cam_center.jpg,-0.032751469402485515,15.377590171853216,0.8593490575251698,0.8593490575251698,0,0.0,20.81596755981446,290.67927526557133
22_cam_left.jpg,22_cam_right.jpg,22_cam_center.jpg,-0.04116863435505368,20.04511213531329,0.6648757773561262,0.6648757773561262,0,0.0,21.39321327209473,128.20983673326862
23_cam_left.jpg,23_cam_right.jpg,23_cam_center.jpg,-0.04178355970514009,21.830363789834465,0.638408147895015,0.638408147895015,0,0.0,21.931506385803228,115.38295750107977
24_cam_left.jpg,24_cam_right.jpg,24_cam_center.jpg,-0.02851399075554732,16.8393268705742,0.5683783212949741,0.5683783212949741,0,0.0,22.33186100006104,359.8818250473961
25_cam_left.jpg,25_cam_right.jpg,25_cam_center.jpg,-0.0050559653538234965,5.709851098838392,0.594204707371882,0.594204707371882,0,0.0,22.86534467697144,263.8764977499307
26_cam_left.jpg,26_cam_right.jpg,26_cam_center.jpg,0.02085573595456536,-7.375486629418424,0.0,0.0,0,0.0,22.77885412216187,185.08105926868427
27_cam_left.jpg,27_cam_right.jpg,27_cam_center.jpg,0.034175093303340814,-17.323897723226853,0.0,0.0,0,0.0,21.47784072875977,309.0062801420906
28_cam_left.jpg,28_cam_right.jpg,28_cam_center.jpg,0.02753280118704262,-15.058583086100898,0.0,0.0,0,0.0,20.9443303012848,159.0286243950943
29_cam_left.jpg,29_cam_right.jpg,29_cam_center.jpg,0.01306915036734657,-9.179314460895867,0.08380422879066715,0.08380422879066715,0,0.0,20.934982709884647,346.34775076161765
30_cam_left.jpg,30_cam_right.jpg,30_cam_center.jpg,-0.006469891087812483,0.8072993197817516,0.0,0.0,0,0.0,20.3418392944336,172.66042216571873
31_cam_left.jpg,31_cam_right.jpg,31_cam_center.jpg,-0.021155969818591,9.118385989328873,0.0,0.0,0,0.0,18.905334606170666,326.8723536739518
32_cam_left.jpg,32_cam_right.jpg,32_cam_center.jpg,-0.026805726738073708,12.917849344054725,0.0,0.0,0,0.0,18.28926753044129,228.8457605202356
33_cam_left.jpg,33_cam_right.jpg,33_cam_center.jpg,-0.028992745082649974,14.790405147106489,0.0,0.0,0,0.0,17.51223664283753,300.5456495449294
34_cam_left.jpg,34_cam_right.jpg,34_cam_center.jpg,-0.029497729660481607,15.355422773625165,0.0,0.0,0,0.0,16.465969190597534,334.9035518350558
35_cam_left.jpg,35_cam_right.jpg,35_cam_center.jpg,-0.02234587297346274,12.117120108713276,0.0,0.0,0,0.0,14.943413600921636,126.96646230703129
36_cam_left.jpg,36_cam_right.jpg,36_cam_center.jpg,-0.045632028646690366,18.663969604849264,0.0,0.0,0,0.0,13.777769393920904,53.86421498236996
37_cam_left.jpg,37_cam_right.jpg,37_cam_center.jpg,-0.07709824632132377,36.99478622851768,0.0,0.0,0,0.0,11.8728727054596,69.67077877930632
38_cam_left.jpg,38_cam_right.jpg,38_cam_center.jpg,-0.18317214685857086,84.36482633209063,0.0,0.5,0,1.0,10.300295920372012,205.9379566414455
39_cam_left.jpg,39_cam_right.jpg,39_cam_center.jpg,-0.2879403643135364,136.4584829016703,0.0,0.0,0,0.0,9.612120022773745,285.09107134243857
40_cam_left.jpg,40_cam_right.jpg,40_cam_center.jpg,-0.4934795013688335,241.2980182977421,0.0,0.0,0,0.0,8.954069509506226,282.4009527863201
41_cam_left.jpg,41_cam_right.jpg,41_cam_center.jpg,-0.5269664235168671,274.76757464031294,0.0,0.0,0,0.0,8.482007489204406,38.96911123693144
42_cam_left.jpg,42_cam_right.jpg,42_cam_center.jpg,-0.1712449369511834,93.69251164825485,0.6450215205703563,0.6450215205703563,0,0.0,10.031211519241335,88.60626476787661
43_cam_left.jpg,43_cam_right.jpg,43_cam_center.jpg,-0.10549390865164653,58.93927104102389,0.6266105640496124,0.6266105640496124,0,0.0,11.556856956481935,248.57722949064288
44_cam_left.jpg,44_cam_right.jpg,44_cam_center.jpg,-0.08165927577227856,44.977398482512704,0.8151647995567713,0.8151647995567713,0,0.0,12.237497377395632,216.6796861881619
45_cam_left.jpg,45_cam_right.jpg,45_cam_center.jpg,0.0346876005072581,-20.63226393246548,0.9900620209289032,0.9900620209289032,0,0.0,16.821167593002322,314.57246005685346
46_cam_left.jpg,46_cam_right.jpg,46_cam_center.jpg,0.008246381565364622,-6.455849475027115,0.9491103498893384,0.0,0,1.0,17.583460178375248,178.21341197101162
47_cam_left.jpg,47_cam_right.jpg,47_cam_center.jpg,-0.002428389474653054,1.0435237491878722,0.8219895110164681,0.0,0,0.5999999940395355,18.39499835014343,299.0196539997285
48_cam_left.jpg,48_cam_right.jpg,48_cam_center.jpg,-0.0022554867120580216,1.299092736032208,0.0,0.0,0,0.0,18.944102468490605,218.91200254036187
49_cam_left.jpg,49_cam_right.jpg,49_cam_center.jpg,-4.436340001810332e-05,0.0511685112579244,0.0,0.0,0,0.0,18.09216905593872,230.60049082849827
50_cam_left.jpg,50_cam_right.jpg,50_cam_center.jpg,0.00017646319543541115,-0.053507875453274935,0.0,0.0,0,0.0,17.437977705001835,291.9003491681016
51_cam_left.jpg,51_cam_right.jpg,51_cam_center.jpg,-0.0003643895659575284,0.19191877338549784,0.0,0.0,0,0.0,16.343332958221442,330.86598222308663
52_cam_left.jpg,52_cam_right.jpg,52_cam_center.jpg,0.0005714169593981978,-0.2673041575853189,0.0,0.0,0,0.0,15.700765199661255,318.03629759256734
53_cam_left.jpg,53_cam_right.jpg,53_cam_center.jpg,-0.013697277598981577,4.323823845009863,0.0,0.0,0,0.0,14.531716117858887,204.1440286838903
54_cam_left.jpg,54_cam_right.jpg,54_cam_center.jpg,-0.05754201351669979,25.55172610148079,0.0,0.0,0,0.0,12.528947610855106,194.8097885126631
55_cam_left.jpg,55_cam_right.jpg,55_cam_center.jpg,-0.07907278407358358,38.243429654549004,0.0,0.0,0,0.0,11.943295612335207,27.65396563626189
56_cam_left.jpg,56_cam_right.jpg,56_cam_center.jpg,-0.12430581911445185,58.7986341523283,0.0,0.0,0,0.6000000089406967,11.19512984275818,182.25675832780846
57_cam_left.jpg,57_cam_right.jpg,57_cam_center.jpg,-0.17763417662256828,82.67374579067148,0.0,0.5,0,1.0,10.763538279533384,209.9799489543038
58_cam_left.jpg,58_cam_right.jpg,58_cam_center.jpg,-0.2507033617517179,124.69813208129436,0.0,0.0,0,0.0,10.336583533287053,95.48347266427936
59_cam_left.jpg,59_cam_right.jpg,59_cam_center.jpg,-0.28642243927406835,142.07063728280818,0.0,0.0,0,0.0,8.89688529968262,358.83539347166015
60_cam_left.jpg,60_cam_right.jpg,60_cam_center.jpg,-0.30320769763777355,156.40530481503728,0.11393145359109533,0.11393145359109533,0,0.0,8.67501328468323,91.01064630331983
61_cam_left.jpg,61_cam_right.jpg,61_cam_center.jpg,-0.2885292068900156,150.531630472692,0.07217269703145351,0.07217269703145351,0,0.0,8.815955085754396,48.277901054605636
62_cam_left.jpg,62_cam_right.jpg,62_cam_center.jpg,-0.2550500555266353,135.5273534399084,0.2781444686486283,0.2781444686486283,0,0.0,9.426623425483704,13.471327057106011
63_cam_left.jpg,63_cam_right.jpg,63_cam_center.jpg,-0.2156715940095281,111.22001018740087,0.3383565616195531,0.3383565616195531,0,0.0,10.677087535858156,97.86342436170472
64_cam_left.jpg,64_cam_right.jpg,64_cam_center.jpg,-0.1872943119175149,98.26041119569521,0.3509846731021774,0.3509846731021774,0,0.0,11.296331319808965,66.20458364022642
65_cam_left.jpg,65_cam_right.jpg,65_cam_center.jpg,-0.15838501123659515,85.09612888906467,0.4524253540603806,0.4524253540603806,0,0.0,12.086926317214965,237.1602546847942
66_cam_left.jpg,66_cam_right.jpg,66_cam_center.jpg,-0.06954348971952053,39.66256705944878,0.7757328309208347,0.7757328309208347,0,0.0,13.73811498641968,281.085468339673
67_cam_left.jpg,67_cam_right.jpg,67_cam_center.jpg,-0.02379401344825612,14.336298757168892,0.8113082114243999,0.8113082114243999,0,0.0,15.216759996414185,78.16471080304831
68_cam_left.jpg,68_cam_right.jpg,68_cam_center.jpg,-0.012312397509980769,6.970621467523918,0.9705889129906954,0.9705889129906954,0,0.0,16.444075584411625,158.49735506166598
69_cam_left.jpg,69_cam_right.jpg,69_cam_center.jpg,-0.002810889109252373,1.8807776374812064,0.9959131890663796,0.0,0,1.0,16.979153280258185,257.2715329619971
70_cam_left.jpg,70_cam_right.jpg,70_cam_center.jpg,-0.0008132138617923621,0.50863802718448,0.9999433464305064,0.0,0,0.0,17.52173246383667,346.16962000442345
71_cam_left.jpg,71_cam_right.jpg,71_cam_center.jpg,-0.00035108545200542685,0.19778982796542355,0.9967626133167204,0.9967626133167204,0,0.0,18.920541515350347,169.25739029942198
72_cam_left.jpg,72_cam_right.jpg,72_cam_center.jpg,-9.909440623617676e-05,0.000983173973258267,0.9988328681478028,0.9988328681478028,0,0.0,19.814694871902468,137.51903403130035
73_cam_left.jpg,73_cam_right.jpg,73_cam_center.jpg,0.00016354168015174968,0.020252303105982264,0.996095470181487,0.996095470181487,0,0.0,20.27618491172791,69.54247822594704
74_cam_left.jpg,74_cam_right.jpg,74_cam_center.jpg,0.0014425719419832528,-0.5769442933711494,0.9999372007034796,0.9999372007034796,0,0.0,21.228486442565924,345.5818000674044
75_cam_left.jpg,75_cam_right.jpg,75_cam_center.jpg,0.0032123680368777523,-1.4025904657430608,0.999560979477085,0.999560979477085,0,0.0,21.87492044448853,205.81923622840577
76_cam_left.jpg,76_cam_right.jpg,76_cam_center.jpg,0.004739071696203242,-2.3886135123499086,0.9986918238285214,0.9986918238285214,0,0.0,22.662420558929448,336.8741736624662
77_cam_left.jpg,77_cam_right.jpg,77_cam_center.jpg,0.003705034368403065,-2.0673920537100714,0.9940747339987942,0.9940747339987942,0,0.0,23.201212806701665,258.9078530171746
78_cam_left.jpg,78_cam_right.jpg,78_cam_center.jpg,0.0020560936371767863,-1.212667580788731,0.9934571383472992,0.9934571383472992,0,0.0,24.136052513122568,7.499432631573543
79_cam_left.jpg,79_cam_right.jpg,79_cam_center.jpg,0.0007265485720720561,-0.4935072219831128,0.997270221697312,0.997270221697312,0,0.0,24.900552806854247,263.40330419185915
80_cam_left.jpg,80_cam_right.jpg,80_cam_center.jpg,-0.00014143991815010278,0.01827732193892308,0.9956835732807084,0.9956835732807084,0,0.0,25.64621440887452,200.70122734353146
81_cam_left.jpg,81_cam_right.jpg,81_cam_center.jpg,-0.0005752667614483079,0.2594285287065045,0.9999697877881903,0.9999697877881903,0,0.0,26.30395351409913,178.64127893923194
82_cam_left.jpg,82_cam_right.jpg,82_cam_center.jpg,-0.0006663983663204434,0.2764138652948597,0.9942123632322052,0.9942123632322052,0,0.0,27.14382431030274,196.48587047537757
